ItemId,Name,tempIdDuplicate,Slot,Rating,Color,DynamicSlot,Description,Disabled,Image,Type,SetId
937,Eternal Commander MK-3 Vindicator's Belt,937,waist,230,purple,armoring,<span class='description-setbonus-2'>(2) Sundering Assault or Sundering Strike increases damage dealt by 2% for 15 seconds. Cannot occur more than once every 30 seconds.</span><span class='description-setbonus-4'>(4) Increases the critical chance of Ravage or Blade Barrage by 5%.</span><span class='description-setbonus-6'>(6) Activating Force Scream or Blade Storm will grant Vindicator's Critical Bonus making your next Impale and Furious Strike or Overhead Slash and Concentrated Slice critically hit. This effect cannot occur more than once every minute.</span>,0,waist_stalker.png,armor,
938,Eternal Commander MK-3 Vindicator's Boots,938,feet,230,purple,armoring,<span class='description-setbonus-2'>(2) Sundering Assault or Sundering Strike increases damage dealt by 2% for 15 seconds. Cannot occur more than once every 30 seconds.</span><span class='description-setbonus-4'>(4) Increases the critical chance of Ravage or Blade Barrage by 5%.</span><span class='description-setbonus-6'>(6) Activating Force Scream or Blade Storm will grant Vindicator's Critical Bonus making your next Impale and Furious Strike or Overhead Slash and Concentrated Slice critically hit. This effect cannot occur more than once every minute.</span>,0,feet_stalker.png,armor,
939,Eternal Commander MK-3 Vindicator's Chestguard,939,chest,230,purple,armoring,<span class='description-setbonus-2'>(2) Sundering Assault or Sundering Strike increases damage dealt by 2% for 15 seconds. Cannot occur more than once every 30 seconds.</span><span class='description-setbonus-4'>(4) Increases the critical chance of Ravage or Blade Barrage by 5%.</span><span class='description-setbonus-6'>(6) Activating Force Scream or Blade Storm will grant Vindicator's Critical Bonus making your next Impale and Furious Strike or Overhead Slash and Concentrated Slice critically hit. This effect cannot occur more than once every minute.</span>,0,chest_stalker.png,armor,
940,Eternal Commander MK-3 Vindicator's Gauntlets,940,hands,230,purple,armoring,<span class='description-setbonus-2'>(2) Sundering Assault or Sundering Strike increases damage dealt by 2% for 15 seconds. Cannot occur more than once every 30 seconds.</span><span class='description-setbonus-4'>(4) Increases the critical chance of Ravage or Blade Barrage by 5%.</span><span class='description-setbonus-6'>(6) Activating Force Scream or Blade Storm will grant Vindicator's Critical Bonus making your next Impale and Furious Strike or Overhead Slash and Concentrated Slice critically hit. This effect cannot occur more than once every minute.</span>,0,hands_stalker.png,armor,
941,Eternal Commander MK-3 Vindicator's Greaves,941,legs,230,purple,armoring,<span class='description-setbonus-2'>(2) Sundering Assault or Sundering Strike increases damage dealt by 2% for 15 seconds. Cannot occur more than once every 30 seconds.</span><span class='description-setbonus-4'>(4) Increases the critical chance of Ravage or Blade Barrage by 5%.</span><span class='description-setbonus-6'>(6) Activating Force Scream or Blade Storm will grant Vindicator's Critical Bonus making your next Impale and Furious Strike or Overhead Slash and Concentrated Slice critically hit. This effect cannot occur more than once every minute.</span>,0,legs_stalker.png,armor,
942,Eternal Commander MK-3 Vindicator's Headgear,942,head,230,purple,armoring,<span class='description-setbonus-2'>(2) Sundering Assault or Sundering Strike increases damage dealt by 2% for 15 seconds. Cannot occur more than once every 30 seconds.</span><span class='description-setbonus-4'>(4) Increases the critical chance of Ravage or Blade Barrage by 5%.</span><span class='description-setbonus-6'>(6) Activating Force Scream or Blade Storm will grant Vindicator's Critical Bonus making your next Impale and Furious Strike or Overhead Slash and Concentrated Slice critically hit. This effect cannot occur more than once every minute.</span>,0,head_stalker.png,armor,
943,Eternal Commander MK-3 War Leader's Armguards,943,wrists,230,purple,armoring,"<span class='description-setbonus-2'>(2) Crushing Blow or Guardian Slash increases damage reduction by 2% for 4 seconds.</span><span class='description-setbonus-4'>(4) Force Scream or Blade Storm reduces the cooldown of Taunt and Challenging Call or Threatening Scream by 2 seconds per activation.</span><span class='description-setbonus-6'>(6) Increases the duration of Blade Turning by 3 seconds, and the duration of Invincible or Warding Call by 5 seconds.</span>",0,wrists_stalker.png,armor,
944,Eternal Commander MK-3 War Leader's Belt,944,waist,230,purple,armoring,"<span class='description-setbonus-2'>(2) Crushing Blow or Guardian Slash increases damage reduction by 2% for 4 seconds.</span><span class='description-setbonus-4'>(4) Force Scream or Blade Storm reduces the cooldown of Taunt and Challenging Call or Threatening Scream by 2 seconds per activation.</span><span class='description-setbonus-6'>(6) Increases the duration of Blade Turning by 3 seconds, and the duration of Invincible or Warding Call by 5 seconds.</span>",0,waist_stalker.png,armor,
945,Eternal Commander MK-3 War Leader's Boots,945,feet,230,purple,armoring,"<span class='description-setbonus-2'>(2) Crushing Blow or Guardian Slash increases damage reduction by 2% for 4 seconds.</span><span class='description-setbonus-4'>(4) Force Scream or Blade Storm reduces the cooldown of Taunt and Challenging Call or Threatening Scream by 2 seconds per activation.</span><span class='description-setbonus-6'>(6) Increases the duration of Blade Turning by 3 seconds, and the duration of Invincible or Warding Call by 5 seconds.</span>",0,feet_stalker.png,armor,
946,Eternal Commander MK-3 War Leader's Chestguard,946,chest,230,purple,armoring,"<span class='description-setbonus-2'>(2) Crushing Blow or Guardian Slash increases damage reduction by 2% for 4 seconds.</span><span class='description-setbonus-4'>(4) Force Scream or Blade Storm reduces the cooldown of Taunt and Challenging Call or Threatening Scream by 2 seconds per activation.</span><span class='description-setbonus-6'>(6) Increases the duration of Blade Turning by 3 seconds, and the duration of Invincible or Warding Call by 5 seconds.</span>",0,chest_stalker.png,armor,
947,Eternal Commander MK-3 War Leader's Gauntlets,947,hands,230,purple,armoring,"<span class='description-setbonus-2'>(2) Crushing Blow or Guardian Slash increases damage reduction by 2% for 4 seconds.</span><span class='description-setbonus-4'>(4) Force Scream or Blade Storm reduces the cooldown of Taunt and Challenging Call or Threatening Scream by 2 seconds per activation.</span><span class='description-setbonus-6'>(6) Increases the duration of Blade Turning by 3 seconds, and the duration of Invincible or Warding Call by 5 seconds.</span>",0,hands_stalker.png,armor,
948,Eternal Commander MK-3 War Leader's Greaves,948,legs,230,purple,armoring,"<span class='description-setbonus-2'>(2) Crushing Blow or Guardian Slash increases damage reduction by 2% for 4 seconds.</span><span class='description-setbonus-4'>(4) Force Scream or Blade Storm reduces the cooldown of Taunt and Challenging Call or Threatening Scream by 2 seconds per activation.</span><span class='description-setbonus-6'>(6) Increases the duration of Blade Turning by 3 seconds, and the duration of Invincible or Warding Call by 5 seconds.</span>",0,legs_stalker.png,armor,
949,Eternal Commander MK-3 War Leader's Headgear,949,head,230,purple,armoring,"<span class='description-setbonus-2'>(2) Crushing Blow or Guardian Slash increases damage reduction by 2% for 4 seconds.</span><span class='description-setbonus-4'>(4) Force Scream or Blade Storm reduces the cooldown of Taunt and Challenging Call or Threatening Scream by 2 seconds per activation.</span><span class='description-setbonus-6'>(6) Increases the duration of Blade Turning by 3 seconds, and the duration of Invincible or Warding Call by 5 seconds.</span>",0,head_stalker.png,armor,
950,Eternal Commander MK-3 War Leader's Lightsaber,950,mainhand,230,purple,hilt,,0,saber_warleader.png,saber,
951,Eternal Commander MK-3 War Leader's Shield,951,offhand,230,purple,armoring,,0,shield_warleader.png,shield,
952,Eternal Commander MK-3 Weaponmaster's Armguards,952,wrists,230,purple,armoring,"<span class='description-setbonus-2'>(2) Battering Assault or Zealous Strike increases damage dealt by 2% for 15 seconds. Cannot occur more than once every 30 seconds.</span><span class='description-setbonus-4'>(4) Reduces the cooldown of Frenzy or Valorous Call by 15 seconds. Additionally, activating Berserk or Zen increases all damage dealt by 3% for 10 seconds.</span><span class='description-setbonus-6'>(6) Activating Ravage, Blade Barrage, Dual Saber Throw, or Twin Saber Throw will grant Weaponmaster's/Challenger's Critical Bonus making your next Gore, Furious Strike and Annihilate or Lance, Concentrated Slice and Merciless Slash critically hit. This effect can't occur more than once every minute.</span>",0,wrists_stalker.png,armor,
953,Eternal Commander MK-3 Weaponmaster's Belt,953,waist,230,purple,armoring,"<span class='description-setbonus-2'>(2) Battering Assault or Zealous Strike increases damage dealt by 2% for 15 seconds. Cannot occur more than once every 30 seconds.</span><span class='description-setbonus-4'>(4) Reduces the cooldown of Frenzy or Valorous Call by 15 seconds. Additionally, activating Berserk or Zen increases all damage dealt by 3% for 10 seconds.</span><span class='description-setbonus-6'>(6) Activating Ravage, Blade Barrage, Dual Saber Throw, or Twin Saber Throw will grant Weaponmaster's/Challenger's Critical Bonus making your next Gore, Furious Strike and Annihilate or Lance, Concentrated Slice and Merciless Slash critically hit. This effect can't occur more than once every minute.</span>",0,waist_stalker.png,armor,
954,Eternal Commander MK-3 Weaponmaster's Boots,954,feet,230,purple,armoring,"<span class='description-setbonus-2'>(2) Battering Assault or Zealous Strike increases damage dealt by 2% for 15 seconds. Cannot occur more than once every 30 seconds.</span><span class='description-setbonus-4'>(4) Reduces the cooldown of Frenzy or Valorous Call by 15 seconds. Additionally, activating Berserk or Zen increases all damage dealt by 3% for 10 seconds.</span><span class='description-setbonus-6'>(6) Activating Ravage, Blade Barrage, Dual Saber Throw, or Twin Saber Throw will grant Weaponmaster's/Challenger's Critical Bonus making your next Gore, Furious Strike and Annihilate or Lance, Concentrated Slice and Merciless Slash critically hit. This effect can't occur more than once every minute.</span>",0,feet_stalker.png,armor,
955,Eternal Commander MK-3 Weaponmaster's Chestguard,955,chest,230,purple,armoring,"<span class='description-setbonus-2'>(2) Battering Assault or Zealous Strike increases damage dealt by 2% for 15 seconds. Cannot occur more than once every 30 seconds.</span><span class='description-setbonus-4'>(4) Reduces the cooldown of Frenzy or Valorous Call by 15 seconds. Additionally, activating Berserk or Zen increases all damage dealt by 3% for 10 seconds.</span><span class='description-setbonus-6'>(6) Activating Ravage, Blade Barrage, Dual Saber Throw, or Twin Saber Throw will grant Weaponmaster's/Challenger's Critical Bonus making your next Gore, Furious Strike and Annihilate or Lance, Concentrated Slice and Merciless Slash critically hit. This effect can't occur more than once every minute.</span>",0,chest_stalker.png,armor,
956,Eternal Commander MK-3 Weaponmaster's Gauntlets,956,hands,230,purple,armoring,"<span class='description-setbonus-2'>(2) Battering Assault or Zealous Strike increases damage dealt by 2% for 15 seconds. Cannot occur more than once every 30 seconds.</span><span class='description-setbonus-4'>(4) Reduces the cooldown of Frenzy or Valorous Call by 15 seconds. Additionally, activating Berserk or Zen increases all damage dealt by 3% for 10 seconds.</span><span class='description-setbonus-6'>(6) Activating Ravage, Blade Barrage, Dual Saber Throw, or Twin Saber Throw will grant Weaponmaster's/Challenger's Critical Bonus making your next Gore, Furious Strike and Annihilate or Lance, Concentrated Slice and Merciless Slash critically hit. This effect can't occur more than once every minute.</span>",0,hands_stalker.png,armor,
957,Eternal Commander MK-3 Weaponmaster's Greaves,957,legs,230,purple,armoring,"<span class='description-setbonus-2'>(2) Battering Assault or Zealous Strike increases damage dealt by 2% for 15 seconds. Cannot occur more than once every 30 seconds.</span><span class='description-setbonus-4'>(4) Reduces the cooldown of Frenzy or Valorous Call by 15 seconds. Additionally, activating Berserk or Zen increases all damage dealt by 3% for 10 seconds.</span><span class='description-setbonus-6'>(6) Activating Ravage, Blade Barrage, Dual Saber Throw, or Twin Saber Throw will grant Weaponmaster's/Challenger's Critical Bonus making your next Gore, Furious Strike and Annihilate or Lance, Concentrated Slice and Merciless Slash critically hit. This effect can't occur more than once every minute.</span>",0,legs_stalker.png,armor,
958,Eternal Commander MK-3 Weaponmaster's Headgear,958,head,230,purple,armoring,"<span class='description-setbonus-2'>(2) Battering Assault or Zealous Strike increases damage dealt by 2% for 15 seconds. Cannot occur more than once every 30 seconds.</span><span class='description-setbonus-4'>(4) Reduces the cooldown of Frenzy or Valorous Call by 15 seconds. Additionally, activating Berserk or Zen increases all damage dealt by 3% for 10 seconds.</span><span class='description-setbonus-6'>(6) Activating Ravage, Blade Barrage, Dual Saber Throw, or Twin Saber Throw will grant Weaponmaster's/Challenger's Critical Bonus making your next Gore, Furious Strike and Annihilate or Lance, Concentrated Slice and Merciless Slash critically hit. This effect can't occur more than once every minute.</span>",0,head_stalker.png,armor,
959,Eternal Commander MK-3 Weaponmaster's Offhand Saber,959,offhand,230,purple,hilt,,0,saber_warleader.png,saber,
960,GEMINI MK-1 Adept Device,960,ear,244,green,,,0,ear_adept.png,earpiece,
961,GEMINI MK-1 Adept Package,961,implant,244,green,,,0,implant_adept.png,implant,
962,GEMINI MK-1 Bastion Device,962,ear,244,green,,,0,ear_bastion.png,earpiece,
963,GEMINI MK-1 Bastion Package,963,implant,244,green,,,0,implant_bastion.png,implant,
964,GEMINI MK-1 Bulwark Device,964,ear,244,green,,,0,ear_bulwark.png,earpiece,
965,GEMINI MK-1 Bulwark Package,965,implant,244,green,,,0,implant_bulwark.png,implant,
966,GEMINI MK-1 Combat Medic's Belt,966,waist,244,green,armoring,<span class='description-setbonus-2'>(2) Activating a healing ability has a 15% chance to grant Combat Medic's Critical Bonus which causes your next Rapid Scan or Medical Probe to be a critical. This effect can only occur once every 30 seconds.</span><span class='description-setbonus-4'>(4) The duration of Supercharged Gas or Supercharged Cell is increased by 4 seconds.</span><span class='description-setbonus-6'>(6) Reduces the cooldown of Healing Scan or Advanced Medical Probe by 1.5 seconds.</span>,0,waist_stalker.png,armor,
967,GEMINI MK-1 Combat Medic's Body Armor,967,chest,244,green,armoring,<span class='description-setbonus-2'>(2) Activating a healing ability has a 15% chance to grant Combat Medic's Critical Bonus which causes your next Rapid Scan or Medical Probe to be a critical. This effect can only occur once every 30 seconds.</span><span class='description-setbonus-4'>(4) The duration of Supercharged Gas or Supercharged Cell is increased by 4 seconds.</span><span class='description-setbonus-6'>(6) Reduces the cooldown of Healing Scan or Advanced Medical Probe by 1.5 seconds.</span>,0,chest_stalker.png,armor,
968,GEMINI MK-1 Combat Medic's Boots,968,feet,244,green,armoring,<span class='description-setbonus-2'>(2) Activating a healing ability has a 15% chance to grant Combat Medic's Critical Bonus which causes your next Rapid Scan or Medical Probe to be a critical. This effect can only occur once every 30 seconds.</span><span class='description-setbonus-4'>(4) The duration of Supercharged Gas or Supercharged Cell is increased by 4 seconds.</span><span class='description-setbonus-6'>(6) Reduces the cooldown of Healing Scan or Advanced Medical Probe by 1.5 seconds.</span>,0,feet_stalker.png,armor,
969,GEMINI MK-1 Combat Medic's Gauntlets,969,hands,244,green,armoring,<span class='description-setbonus-2'>(2) Activating a healing ability has a 15% chance to grant Combat Medic's Critical Bonus which causes your next Rapid Scan or Medical Probe to be a critical. This effect can only occur once every 30 seconds.</span><span class='description-setbonus-4'>(4) The duration of Supercharged Gas or Supercharged Cell is increased by 4 seconds.</span><span class='description-setbonus-6'>(6) Reduces the cooldown of Healing Scan or Advanced Medical Probe by 1.5 seconds.</span>,0,hands_stalker.png,armor,
970,GEMINI MK-1 Combat Medic's Helmet,970,head,244,green,armoring,<span class='description-setbonus-2'>(2) Activating a healing ability has a 15% chance to grant Combat Medic's Critical Bonus which causes your next Rapid Scan or Medical Probe to be a critical. This effect can only occur once every 30 seconds.</span><span class='description-setbonus-4'>(4) The duration of Supercharged Gas or Supercharged Cell is increased by 4 seconds.</span><span class='description-setbonus-6'>(6) Reduces the cooldown of Healing Scan or Advanced Medical Probe by 1.5 seconds.</span>,0,head_stalker.png,armor,
971,GEMINI MK-1 Combat Medic's Legplates,971,legs,244,green,armoring,<span class='description-setbonus-2'>(2) Activating a healing ability has a 15% chance to grant Combat Medic's Critical Bonus which causes your next Rapid Scan or Medical Probe to be a critical. This effect can only occur once every 30 seconds.</span><span class='description-setbonus-4'>(4) The duration of Supercharged Gas or Supercharged Cell is increased by 4 seconds.</span><span class='description-setbonus-6'>(6) Reduces the cooldown of Healing Scan or Advanced Medical Probe by 1.5 seconds.</span>,0,legs_stalker.png,armor,
972,GEMINI MK-1 Combat Medic's Vambraces,972,wrists,244,green,armoring,<span class='description-setbonus-2'>(2) Activating a healing ability has a 15% chance to grant Combat Medic's Critical Bonus which causes your next Rapid Scan or Medical Probe to be a critical. This effect can only occur once every 30 seconds.</span><span class='description-setbonus-4'>(4) The duration of Supercharged Gas or Supercharged Cell is increased by 4 seconds.</span><span class='description-setbonus-6'>(6) Reduces the cooldown of Healing Scan or Advanced Medical Probe by 1.5 seconds.</span>,0,wrists_stalker.png,armor,
973,GEMINI MK-1 Combat Tech's Belt,973,waist,244,green,armoring,<span class='description-setbonus-2'>(2) Flaming Fist and Magnetic Blast or Shockstrike and Tactical Surge increase damage dealt by 2% for 15 seconds. Cannot occur more than once every 30 seconds.</span><span class='description-setbonus-4'>(4) Flaming Fist and Rocket Punch's heat is reduced by 2 or Shockstrike and Stockstrike energy cells is reduced by 2.</span><span class='description-setbonus-6'>(6) Activating Flame Burst and Magnetic Blast or Ion Pulse and Tactical Surge will grant Combat Tech's Critical Bonus making one of your next Energy Burst and Immolate or Cell Burst and Plasma Flare critically hit. This effect can't occur more than once every minute.</span>,0,waist_stalker.png,armor,
974,GEMINI MK-1 Combat Tech's Body Armor,974,chest,244,green,armoring,<span class='description-setbonus-2'>(2) Flaming Fist and Magnetic Blast or Shockstrike and Tactical Surge increase damage dealt by 2% for 15 seconds. Cannot occur more than once every 30 seconds.</span><span class='description-setbonus-4'>(4) Flaming Fist and Rocket Punch's heat is reduced by 2 or Shockstrike and Stockstrike energy cells is reduced by 2.</span><span class='description-setbonus-6'>(6) Activating Flame Burst and Magnetic Blast or Ion Pulse and Tactical Surge will grant Combat Tech's Critical Bonus making one of your next Energy Burst and Immolate or Cell Burst and Plasma Flare critically hit. This effect can't occur more than once every minute.</span>,0,chest_stalker.png,armor,
975,GEMINI MK-1 Combat Tech's Boots,975,feet,244,green,armoring,<span class='description-setbonus-2'>(2) Flaming Fist and Magnetic Blast or Shockstrike and Tactical Surge increase damage dealt by 2% for 15 seconds. Cannot occur more than once every 30 seconds.</span><span class='description-setbonus-4'>(4) Flaming Fist and Rocket Punch's heat is reduced by 2 or Shockstrike and Stockstrike energy cells is reduced by 2.</span><span class='description-setbonus-6'>(6) Activating Flame Burst and Magnetic Blast or Ion Pulse and Tactical Surge will grant Combat Tech's Critical Bonus making one of your next Energy Burst and Immolate or Cell Burst and Plasma Flare critically hit. This effect can't occur more than once every minute.</span>,0,feet_stalker.png,armor,
976,GEMINI MK-1 Combat Tech's Gauntlets,976,hands,244,green,armoring,<span class='description-setbonus-2'>(2) Flaming Fist and Magnetic Blast or Shockstrike and Tactical Surge increase damage dealt by 2% for 15 seconds. Cannot occur more than once every 30 seconds.</span><span class='description-setbonus-4'>(4) Flaming Fist and Rocket Punch's heat is reduced by 2 or Shockstrike and Stockstrike energy cells is reduced by 2.</span><span class='description-setbonus-6'>(6) Activating Flame Burst and Magnetic Blast or Ion Pulse and Tactical Surge will grant Combat Tech's Critical Bonus making one of your next Energy Burst and Immolate or Cell Burst and Plasma Flare critically hit. This effect can't occur more than once every minute.</span>,0,hands_stalker.png,armor,
977,GEMINI MK-1 Combat Tech's Helmet,977,head,244,green,armoring,<span class='description-setbonus-2'>(2) Flaming Fist and Magnetic Blast or Shockstrike and Tactical Surge increase damage dealt by 2% for 15 seconds. Cannot occur more than once every 30 seconds.</span><span class='description-setbonus-4'>(4) Flaming Fist and Rocket Punch's heat is reduced by 2 or Shockstrike and Stockstrike energy cells is reduced by 2.</span><span class='description-setbonus-6'>(6) Activating Flame Burst and Magnetic Blast or Ion Pulse and Tactical Surge will grant Combat Tech's Critical Bonus making one of your next Energy Burst and Immolate or Cell Burst and Plasma Flare critically hit. This effect can't occur more than once every minute.</span>,0,head_stalker.png,armor,
978,GEMINI MK-1 Combat Tech's Legplates,978,legs,244,green,armoring,<span class='description-setbonus-2'>(2) Flaming Fist and Magnetic Blast or Shockstrike and Tactical Surge increase damage dealt by 2% for 15 seconds. Cannot occur more than once every 30 seconds.</span><span class='description-setbonus-4'>(4) Flaming Fist and Rocket Punch's heat is reduced by 2 or Shockstrike and Stockstrike energy cells is reduced by 2.</span><span class='description-setbonus-6'>(6) Activating Flame Burst and Magnetic Blast or Ion Pulse and Tactical Surge will grant Combat Tech's Critical Bonus making one of your next Energy Burst and Immolate or Cell Burst and Plasma Flare critically hit. This effect can't occur more than once every minute.</span>,0,legs_stalker.png,armor,
979,GEMINI MK-1 Combat Tech's Vambraces,979,wrists,244,green,armoring,<span class='description-setbonus-2'>(2) Flaming Fist and Magnetic Blast or Shockstrike and Tactical Surge increase damage dealt by 2% for 15 seconds. Cannot occur more than once every 30 seconds.</span><span class='description-setbonus-4'>(4) Flaming Fist and Rocket Punch's heat is reduced by 2 or Shockstrike and Stockstrike energy cells is reduced by 2.</span><span class='description-setbonus-6'>(6) Activating Flame Burst and Magnetic Blast or Ion Pulse and Tactical Surge will grant Combat Tech's Critical Bonus making one of your next Energy Burst and Immolate or Cell Burst and Plasma Flare critically hit. This effect can't occur more than once every minute.</span>,0,wrists_stalker.png,armor,
980,GEMINI MK-1 Eliminator's Assault Cannon,980,mainhand,244,green,barrel,,0,cannon_eliminator.png,cannon,
981,GEMINI MK-1 Eliminator's Belt,981,waist,244,green,armoring,<span class='description-setbonus-2'>(2) Heatseeker Missiles and Serrated Shot or Demolition Round and Serrated Bolt increase damage dealt by 2% for 15 seconds. Cannot occur more than once every 30 seconds.</span><span class='description-setbonus-4'>(4) Energy Shield or Reactive Shield's cooldown is reduced by 15 seconds.</span><span class='description-setbonus-6'>(6) Activating Unload and Blazing Bolts or Full Auto and Boltstorm will grant Eliminator's Critical Bonus making your next Heatseeker Missiles and Mag Shot or Demolition Round and Mag Bolt critically hit. This effect can only occur once a minute.</span>,0,waist_stalker.png,armor,
982,GEMINI MK-1 Eliminator's Blaster Pistol,982,mainhand,244,green,barrel,,0,pistol_eliminator.png,pistol,
983,GEMINI MK-1 Eliminator's Blaster Rifle,983,mainhand,244,green,barrel,,0,rifle_eliminator.png,rifle,
984,GEMINI MK-1 Eliminator's Body Armor,984,chest,244,green,armoring,<span class='description-setbonus-2'>(2) Heatseeker Missiles and Serrated Shot or Demolition Round and Serrated Bolt increase damage dealt by 2% for 15 seconds. Cannot occur more than once every 30 seconds.</span><span class='description-setbonus-4'>(4) Energy Shield or Reactive Shield's cooldown is reduced by 15 seconds.</span><span class='description-setbonus-6'>(6) Activating Unload and Blazing Bolts or Full Auto and Boltstorm will grant Eliminator's Critical Bonus making your next Heatseeker Missiles and Mag Shot or Demolition Round and Mag Bolt critically hit. This effect can only occur once a minute.</span>,0,chest_stalker.png,armor,
985,GEMINI MK-1 Eliminator's Boots,985,feet,244,green,armoring,<span class='description-setbonus-2'>(2) Heatseeker Missiles and Serrated Shot or Demolition Round and Serrated Bolt increase damage dealt by 2% for 15 seconds. Cannot occur more than once every 30 seconds.</span><span class='description-setbonus-4'>(4) Energy Shield or Reactive Shield's cooldown is reduced by 15 seconds.</span><span class='description-setbonus-6'>(6) Activating Unload and Blazing Bolts or Full Auto and Boltstorm will grant Eliminator's Critical Bonus making your next Heatseeker Missiles and Mag Shot or Demolition Round and Mag Bolt critically hit. This effect can only occur once a minute.</span>,0,feet_stalker.png,armor,
986,GEMINI MK-1 Eliminator's Gauntlets,986,hands,244,green,armoring,<span class='description-setbonus-2'>(2) Heatseeker Missiles and Serrated Shot or Demolition Round and Serrated Bolt increase damage dealt by 2% for 15 seconds. Cannot occur more than once every 30 seconds.</span><span class='description-setbonus-4'>(4) Energy Shield or Reactive Shield's cooldown is reduced by 15 seconds.</span><span class='description-setbonus-6'>(6) Activating Unload and Blazing Bolts or Full Auto and Boltstorm will grant Eliminator's Critical Bonus making your next Heatseeker Missiles and Mag Shot or Demolition Round and Mag Bolt critically hit. This effect can only occur once a minute.</span>,0,hands_stalker.png,armor,
987,GEMINI MK-1 Eliminator's Generator,987,offhand,244,green,armoring,,0,generator_eliminator.png,generator,
988,GEMINI MK-1 Eliminator's Helmet,988,head,244,green,armoring,<span class='description-setbonus-2'>(2) Heatseeker Missiles and Serrated Shot or Demolition Round and Serrated Bolt increase damage dealt by 2% for 15 seconds. Cannot occur more than once every 30 seconds.</span><span class='description-setbonus-4'>(4) Energy Shield or Reactive Shield's cooldown is reduced by 15 seconds.</span><span class='description-setbonus-6'>(6) Activating Unload and Blazing Bolts or Full Auto and Boltstorm will grant Eliminator's Critical Bonus making your next Heatseeker Missiles and Mag Shot or Demolition Round and Mag Bolt critically hit. This effect can only occur once a minute.</span>,0,head_stalker.png,armor,
989,GEMINI MK-1 Eliminator's Legplates,989,legs,244,green,armoring,<span class='description-setbonus-2'>(2) Heatseeker Missiles and Serrated Shot or Demolition Round and Serrated Bolt increase damage dealt by 2% for 15 seconds. Cannot occur more than once every 30 seconds.</span><span class='description-setbonus-4'>(4) Energy Shield or Reactive Shield's cooldown is reduced by 15 seconds.</span><span class='description-setbonus-6'>(6) Activating Unload and Blazing Bolts or Full Auto and Boltstorm will grant Eliminator's Critical Bonus making your next Heatseeker Missiles and Mag Shot or Demolition Round and Mag Bolt critically hit. This effect can only occur once a minute.</span>,0,legs_stalker.png,armor,
990,GEMINI MK-1 Eliminator's Offhand Blaster,990,offhand,244,green,barrel,,0,pistol_eliminator.png,pistol,
991,GEMINI MK-1 Eliminator's Vambraces,991,wrists,244,green,armoring,<span class='description-setbonus-2'>(2) Heatseeker Missiles and Serrated Shot or Demolition Round and Serrated Bolt increase damage dealt by 2% for 15 seconds. Cannot occur more than once every 30 seconds.</span><span class='description-setbonus-4'>(4) Energy Shield or Reactive Shield's cooldown is reduced by 15 seconds.</span><span class='description-setbonus-6'>(6) Activating Unload and Blazing Bolts or Full Auto and Boltstorm will grant Eliminator's Critical Bonus making your next Heatseeker Missiles and Mag Shot or Demolition Round and Mag Bolt critically hit. This effect can only occur once a minute.</span>,0,wrists_stalker.png,armor,
992,GEMINI MK-1 Enforcer's Belt,992,waist,244,green,armoring,<span class='description-setbonus-2'>(2) Laceration and Corrosive Assault or Sucker Punch and Brutal Shots increase damage dealt by 2% for 15 seconds. Cannot occur more than once every 30 seconds.</span><span class='description-setbonus-4'>(4) Backstab and Lethal Strike or Backblast and Point Blank Shot's energy cost is reduced by 2.</span><span class='description-setbonus-6'>(6) Activating Shiv and Veiled Strike or Blaster Whip and Bludgeon will grant Enforcer's Critical Bonus making your next Volatile Substance and Corrosive Assault or Blood Boiler and Brutal Shots critically hit. This effect can only occur once every minute.</span>,0,waist_stalker.png,armor,
993,GEMINI MK-1 Enforcer's Boots,993,feet,244,green,armoring,<span class='description-setbonus-2'>(2) Laceration and Corrosive Assault or Sucker Punch and Brutal Shots increase damage dealt by 2% for 15 seconds. Cannot occur more than once every 30 seconds.</span><span class='description-setbonus-4'>(4) Backstab and Lethal Strike or Backblast and Point Blank Shot's energy cost is reduced by 2.</span><span class='description-setbonus-6'>(6) Activating Shiv and Veiled Strike or Blaster Whip and Bludgeon will grant Enforcer's Critical Bonus making your next Volatile Substance and Corrosive Assault or Blood Boiler and Brutal Shots critically hit. This effect can only occur once every minute.</span>,0,feet_stalker.png,armor,
994,GEMINI MK-1 Enforcer's Bracers,994,wrists,244,green,armoring,<span class='description-setbonus-2'>(2) Laceration and Corrosive Assault or Sucker Punch and Brutal Shots increase damage dealt by 2% for 15 seconds. Cannot occur more than once every 30 seconds.</span><span class='description-setbonus-4'>(4) Backstab and Lethal Strike or Backblast and Point Blank Shot's energy cost is reduced by 2.</span><span class='description-setbonus-6'>(6) Activating Shiv and Veiled Strike or Blaster Whip and Bludgeon will grant Enforcer's Critical Bonus making your next Volatile Substance and Corrosive Assault or Blood Boiler and Brutal Shots critically hit. This effect can only occur once every minute.</span>,0,wrists_stalker.png,armor,
