tempName,tempRole,tempClass,tempKey,ItemId,Spec
Eternal Commander MK-15 Relic of Focused Retribution,dps,,,628,allDps
Eternal Commander MK-2 Relic of Focused Retribution,dps,,,765,allDps
Eternal Commander MK-3 Relic of Focused Retribution,dps,,,902,allDps
GEMINI MK-1 Relic of Focused Retribution,dps,,,1039,allDps
GEMINI MK-2 Relic of Focused Retribution,dps,,,1176,allDps
GEMINI MK-3 Relic of Focused Retribution,dps,,,1313,allDps
GEMINI MK-5 Relic of Focused Retribution,dps,,,1450,allDps
Iokath MK-1 Relic of Focused Retribution,dps,,,1587,allDps
Iokath MK-2 Relic of Focused Retribution,dps,,,1724,allDps
Iokath MK-3 Relic of Focused Retribution,dps,,,1861,allDps
Iokath MK-5 Relic of Focused Retribution,dps,,,1998,allDps
Eternal Commander MK-1 Relic of Serendipitous Assault,dps,,,83,allDps
Eternal Commander MK-11 Relic of Serendipitous Assault,dps,,,220,allDps
Eternal Commander MK-12 Relic of Serendipitous Assault,dps,,,357,allDps
Eternal Commander MK-13 Relic of Serendipitous Assault,dps,,,494,allDps
Eternal Commander MK-15 Relic of Serendipitous Assault,dps,,,631,allDps
Eternal Commander MK-2 Relic of Serendipitous Assault,dps,,,768,allDps
Eternal Commander MK-3 Relic of Serendipitous Assault,dps,,,905,allDps
GEMINI MK-1 Relic of Serendipitous Assault,dps,,,1042,allDps
GEMINI MK-2 Relic of Serendipitous Assault,dps,,,1179,allDps
GEMINI MK-3 Relic of Serendipitous Assault,dps,,,1316,allDps
GEMINI MK-5 Relic of Serendipitous Assault,dps,,,1453,allDps
Iokath MK-1 Relic of Serendipitous Assault,dps,,,1590,allDps
Iokath MK-2 Relic of Serendipitous Assault,dps,,,1727,allDps
Iokath MK-3 Relic of Serendipitous Assault,dps,,,1864,allDps
Iokath MK-5 Relic of Serendipitous Assault,dps,,,2001,allDps
Eternal Commander MK-1 Relic of Boundless Ages,dps,,,77,allDps
Eternal Commander MK-11 Relic of Boundless Ages,dps,,,214,allDps
Eternal Commander MK-12 Relic of Boundless Ages,dps,,,351,allDps
Eternal Commander MK-13 Relic of Boundless Ages,dps,,,488,allDps
Eternal Commander MK-15 Relic of Boundless Ages,dps,,,625,allDps
Eternal Commander MK-2 Relic of Boundless Ages,dps,,,762,allDps
Eternal Commander MK-3 Relic of Boundless Ages,dps,,,899,allDps
GEMINI MK-1 Relic of Boundless Ages,dps,,,1036,allDps
GEMINI MK-2 Relic of Boundless Ages,dps,,,1173,allDps
GEMINI MK-3 Relic of Boundless Ages,dps,,,1310,allDps
GEMINI MK-5 Relic of Boundless Ages,dps,,,1447,allDps
Iokath MK-1 Relic of Boundless Ages,dps,,,1584,allDps
Iokath MK-2 Relic of Boundless Ages,dps,,,1721,allDps
Iokath MK-3 Relic of Boundless Ages,dps,,,1858,allDps
Iokath MK-5 Relic of Boundless Ages,dps,,,1995,allDps
Eternal Commander MK-1 Relic of Devastating Vengeance,dps,,,78,allDps
Eternal Commander MK-11 Relic of Devastating Vengeance,dps,,,215,allDps
Eternal Commander MK-12 Relic of Devastating Vengeance,dps,,,352,allDps
Eternal Commander MK-13 Relic of Devastating Vengeance,dps,,,489,allDps
Eternal Commander MK-15 Relic of Devastating Vengeance,dps,,,626,allDps
Eternal Commander MK-2 Relic of Devastating Vengeance,dps,,,763,allDps
Eternal Commander MK-3 Relic of Devastating Vengeance,dps,,,900,allDps
GEMINI MK-1 Relic of Devastating Vengeance,dps,,,1037,allDps
GEMINI MK-2 Relic of Devastating Vengeance,dps,,,1174,allDps
GEMINI MK-3 Relic of Devastating Vengeance,dps,,,1311,allDps
GEMINI MK-5 Relic of Devastating Vengeance,dps,,,1448,allDps
Iokath MK-1 Relic of Devastating Vengeance,dps,,,1585,allDps
Iokath MK-2 Relic of Devastating Vengeance,dps,,,1722,allDps
Iokath MK-3 Relic of Devastating Vengeance,dps,,,1859,allDps
Iokath MK-5 Relic of Devastating Vengeance,dps,,,1996,allDps
Eternal Commander MK-1 Relic of the Primeval Fatesealer,dps,,,86,allDps
Eternal Commander MK-11 Relic of the Primeval Fatesealer,dps,,,223,allDps
Eternal Commander MK-12 Relic of the Primeval Fatesealer,dps,,,360,allDps
Eternal Commander MK-13 Relic of the Primeval Fatesealer,dps,,,497,allDps
Eternal Commander MK-15 Relic of the Primeval Fatesealer,dps,,,634,allDps
Eternal Commander MK-2 Relic of the Primeval Fatesealer,dps,,,771,allDps
Eternal Commander MK-3 Relic of the Primeval Fatesealer,dps,,,908,allDps
GEMINI MK-1 Relic of the Primeval Fatesealer,dps,,,1045,allDps
GEMINI MK-2 Relic of the Primeval Fatesealer,dps,,,1182,allDps
GEMINI MK-3 Relic of the Primeval Fatesealer,dps,,,1319,allDps
GEMINI MK-5 Relic of the Primeval Fatesealer,dps,,,1456,allDps
Iokath MK-1 Relic of the Primeval Fatesealer,dps,,,1593,allDps
Iokath MK-2 Relic of the Primeval Fatesealer,dps,,,1730,allDps
Iokath MK-3 Relic of the Primeval Fatesealer,dps,,,1867,allDps
Iokath MK-5 Relic of the Primeval Fatesealer,dps,,,2004,allDps
Eternal Commander MK-1 Adept Device,dps,,,1,allDps
Eternal Commander MK-1 Adept Package,dps,,,2,allDps
Eternal Commander MK-11 Adept Device,dps,,,138,allDps
Eternal Commander MK-11 Adept Package,dps,,,139,allDps
Eternal Commander MK-12 Adept Device,dps,,,275,allDps
Eternal Commander MK-12 Adept Package,dps,,,276,allDps
Eternal Commander MK-13 Adept Device,dps,,,412,allDps
Eternal Commander MK-13 Adept Package,dps,,,413,allDps
Eternal Commander MK-15 Adept Device,dps,,,549,allDps
Eternal Commander MK-15 Adept Package,dps,,,550,allDps
Eternal Commander MK-2 Adept Device,dps,,,686,allDps
Eternal Commander MK-2 Adept Package,dps,,,687,allDps
Eternal Commander MK-3 Adept Device,dps,,,823,allDps
Eternal Commander MK-3 Adept Package,dps,,,824,allDps
GEMINI MK-1 Adept Device,dps,,,960,allDps
GEMINI MK-1 Adept Package,dps,,,961,allDps
GEMINI MK-2 Adept Device,dps,,,1097,allDps
GEMINI MK-2 Adept Package,dps,,,1098,allDps
GEMINI MK-3 Adept Device,dps,,,1234,allDps
GEMINI MK-3 Adept Package,dps,,,1235,allDps
GEMINI MK-5 Adept Device,dps,,,1371,allDps
GEMINI MK-5 Adept Package,dps,,,1372,allDps
Iokath MK-1 Adept Device,dps,,,1508,allDps
Iokath MK-1 Adept Package,dps,,,1509,allDps
Iokath MK-2 Adept Device,dps,,,1645,allDps
Iokath MK-2 Adept Package,dps,,,1646,allDps
Iokath MK-3 Adept Device,dps,,,1782,allDps
Iokath MK-3 Adept Package,dps,,,1783,allDps
Iokath MK-5 Adept Device,dps,,,1919,allDps
Iokath MK-5 Adept Package,dps,,,1920,allDps
Eternal Commander MK-1 Quick Savant Device,dps,,,75,allDps
Eternal Commander MK-1 Quick Savant Package,dps,,,76,allDps
Eternal Commander MK-11 Quick Savant Device,dps,,,212,allDps
Eternal Commander MK-11 Quick Savant Package,dps,,,213,allDps
Eternal Commander MK-12 Quick Savant Device,dps,,,349,allDps
Eternal Commander MK-12 Quick Savant Package,dps,,,350,allDps
Eternal Commander MK-13 Quick Savant Device,dps,,,486,allDps
Eternal Commander MK-13 Quick Savant Package,dps,,,487,allDps
Eternal Commander MK-15 Quick Savant Device,dps,,,623,allDps
Eternal Commander MK-15 Quick Savant Package,dps,,,624,allDps
Eternal Commander MK-2 Quick Savant Device,dps,,,760,allDps
Eternal Commander MK-2 Quick Savant Package,dps,,,761,allDps
Eternal Commander MK-3 Quick Savant Device,dps,,,897,allDps
Eternal Commander MK-3 Quick Savant Package,dps,,,898,allDps
GEMINI MK-1 Quick Savant Device,dps,,,1034,allDps
GEMINI MK-1 Quick Savant Package,dps,,,1035,allDps
GEMINI MK-2 Quick Savant Device,dps,,,1171,allDps
GEMINI MK-2 Quick Savant Package,dps,,,1172,allDps
GEMINI MK-3 Quick Savant Device,dps,,,1308,allDps
GEMINI MK-3 Quick Savant Package,dps,,,1309,allDps
GEMINI MK-5 Quick Savant Device,dps,,,1445,allDps
GEMINI MK-5 Quick Savant Package,dps,,,1446,allDps
Iokath MK-1 Quick Savant Device,dps,,,1582,allDps
Iokath MK-1 Quick Savant Package,dps,,,1583,allDps
Iokath MK-2 Quick Savant Device,dps,,,1719,allDps
Iokath MK-2 Quick Savant Package,dps,,,1720,allDps
Iokath MK-3 Quick Savant Device,dps,,,1856,allDps
Iokath MK-3 Quick Savant Package,dps,,,1857,allDps
Iokath MK-5 Quick Savant Device,dps,,,1993,allDps
Iokath MK-5 Quick Savant Package,dps,,,1994,allDps
Eternal Commander MK-1 Vindicator's Chestguard,dps,jugg,dpsjugg,117,juggBurst
Eternal Commander MK-11 Vindicator's Chestguard,dps,jugg,dpsjugg,254,juggBurst
Eternal Commander MK-12 Vindicator's Chestguard,dps,jugg,dpsjugg,391,juggBurst
Eternal Commander MK-13 Vindicator's Chestguard,dps,jugg,dpsjugg,528,juggBurst
Eternal Commander MK-15 Vindicator's Chestguard,dps,jugg,dpsjugg,665,juggBurst
Eternal Commander MK-2 Vindicator's Chestguard,dps,jugg,dpsjugg,802,juggBurst
Eternal Commander MK-3 Vindicator's Chestguard,dps,jugg,dpsjugg,939,juggBurst
GEMINI MK-1 Vindicator's Chestguard,dps,jugg,dpsjugg,1076,juggBurst
GEMINI MK-2 Vindicator's Chestguard,dps,jugg,dpsjugg,1213,juggBurst
GEMINI MK-3 Vindicator's Chestguard,dps,jugg,dpsjugg,1350,juggBurst
GEMINI MK-5 Vindicator's Chestguard,dps,jugg,dpsjugg,1487,juggBurst
Iokath MK-1 Vindicator's Chestguard,dps,jugg,dpsjugg,1624,juggBurst
Iokath MK-2 Vindicator's Chestguard,dps,jugg,dpsjugg,1761,juggBurst
Iokath MK-3 Vindicator's Chestguard,dps,jugg,dpsjugg,1898,juggBurst
Iokath MK-5 Vindicator's Chestguard,dps,jugg,dpsjugg,2035,juggBurst
Eternal Commander MK-1 Vindicator's Boots,dps,jugg,dpsjugg,116,juggBurst
Eternal Commander MK-11 Vindicator's Boots,dps,jugg,dpsjugg,253,juggBurst
Eternal Commander MK-12 Vindicator's Boots,dps,jugg,dpsjugg,390,juggBurst
Eternal Commander MK-13 Vindicator's Boots,dps,jugg,dpsjugg,527,juggBurst
Eternal Commander MK-15 Vindicator's Boots,dps,jugg,dpsjugg,664,juggBurst
Eternal Commander MK-2 Vindicator's Boots,dps,jugg,dpsjugg,801,juggBurst
Eternal Commander MK-3 Vindicator's Boots,dps,jugg,dpsjugg,938,juggBurst
GEMINI MK-1 Vindicator's Boots,dps,jugg,dpsjugg,1075,juggBurst
GEMINI MK-2 Vindicator's Boots,dps,jugg,dpsjugg,1212,juggBurst
GEMINI MK-3 Vindicator's Boots,dps,jugg,dpsjugg,1349,juggBurst
GEMINI MK-5 Vindicator's Boots,dps,jugg,dpsjugg,1486,juggBurst
Iokath MK-1 Vindicator's Boots,dps,jugg,dpsjugg,1623,juggBurst
Iokath MK-2 Vindicator's Boots,dps,jugg,dpsjugg,1760,juggBurst
Iokath MK-3 Vindicator's Boots,dps,jugg,dpsjugg,1897,juggBurst
Iokath MK-5 Vindicator's Boots,dps,jugg,dpsjugg,2034,juggBurst
Eternal Commander MK-1 Vindicator's Gauntlets,dps,jugg,dpsjugg,118,juggBurst
Eternal Commander MK-11 Vindicator's Gauntlets,dps,jugg,dpsjugg,255,juggBurst
Eternal Commander MK-12 Vindicator's Gauntlets,dps,jugg,dpsjugg,392,juggBurst
Eternal Commander MK-13 Vindicator's Gauntlets,dps,jugg,dpsjugg,529,juggBurst
Eternal Commander MK-15 Vindicator's Gauntlets,dps,jugg,dpsjugg,666,juggBurst
Eternal Commander MK-2 Vindicator's Gauntlets,dps,jugg,dpsjugg,803,juggBurst
Eternal Commander MK-3 Vindicator's Gauntlets,dps,jugg,dpsjugg,940,juggBurst
GEMINI MK-1 Vindicator's Gauntlets,dps,jugg,dpsjugg,1077,juggBurst
GEMINI MK-2 Vindicator's Gauntlets,dps,jugg,dpsjugg,1214,juggBurst
GEMINI MK-3 Vindicator's Gauntlets,dps,jugg,dpsjugg,1351,juggBurst
GEMINI MK-5 Vindicator's Gauntlets,dps,jugg,dpsjugg,1488,juggBurst
Iokath MK-1 Vindicator's Gauntlets,dps,jugg,dpsjugg,1625,juggBurst
Iokath MK-2 Vindicator's Gauntlets,dps,jugg,dpsjugg,1762,juggBurst
Iokath MK-3 Vindicator's Gauntlets,dps,jugg,dpsjugg,1899,juggBurst
Iokath MK-5 Vindicator's Gauntlets,dps,jugg,dpsjugg,2036,juggBurst
Eternal Commander MK-1 Vindicator's Headgear,dps,jugg,dpsjugg,120,juggBurst
Eternal Commander MK-11 Vindicator's Headgear,dps,jugg,dpsjugg,257,juggBurst
Eternal Commander MK-12 Vindicator's Headgear,dps,jugg,dpsjugg,394,juggBurst
Eternal Commander MK-13 Vindicator's Headgear,dps,jugg,dpsjugg,531,juggBurst
Eternal Commander MK-15 Vindicator's Headgear,dps,jugg,dpsjugg,668,juggBurst
Eternal Commander MK-2 Vindicator's Headgear,dps,jugg,dpsjugg,805,juggBurst
Eternal Commander MK-3 Vindicator's Headgear,dps,jugg,dpsjugg,942,juggBurst
GEMINI MK-1 Vindicator's Headgear,dps,jugg,dpsjugg,1079,juggBurst
GEMINI MK-2 Vindicator's Headgear,dps,jugg,dpsjugg,1216,juggBurst
GEMINI MK-3 Vindicator's Headgear,dps,jugg,dpsjugg,1353,juggBurst
GEMINI MK-5 Vindicator's Headgear,dps,jugg,dpsjugg,1490,juggBurst
Iokath MK-1 Vindicator's Headgear,dps,jugg,dpsjugg,1627,juggBurst
Iokath MK-2 Vindicator's Headgear,dps,jugg,dpsjugg,1764,juggBurst
Iokath MK-3 Vindicator's Headgear,dps,jugg,dpsjugg,1901,juggBurst
Iokath MK-5 Vindicator's Headgear,dps,jugg,dpsjugg,2038,juggBurst
Eternal Commander MK-1 Vindicator's Greaves,dps,jugg,dpsjugg,119,juggBurst
Eternal Commander MK-11 Vindicator's Greaves,dps,jugg,dpsjugg,256,juggBurst
Eternal Commander MK-12 Vindicator's Greaves,dps,jugg,dpsjugg,393,juggBurst
Eternal Commander MK-13 Vindicator's Greaves,dps,jugg,dpsjugg,530,juggBurst
Eternal Commander MK-15 Vindicator's Greaves,dps,jugg,dpsjugg,667,juggBurst
Eternal Commander MK-2 Vindicator's Greaves,dps,jugg,dpsjugg,804,juggBurst
Eternal Commander MK-3 Vindicator's Greaves,dps,jugg,dpsjugg,941,juggBurst
GEMINI MK-1 Vindicator's Greaves,dps,jugg,dpsjugg,1078,juggBurst
GEMINI MK-2 Vindicator's Greaves,dps,jugg,dpsjugg,1215,juggBurst
GEMINI MK-3 Vindicator's Greaves,dps,jugg,dpsjugg,1352,juggBurst
GEMINI MK-5 Vindicator's Greaves,dps,jugg,dpsjugg,1489,juggBurst
Iokath MK-1 Vindicator's Greaves,dps,jugg,dpsjugg,1626,juggBurst
Iokath MK-2 Vindicator's Greaves,dps,jugg,dpsjugg,1763,juggBurst
Iokath MK-3 Vindicator's Greaves,dps,jugg,dpsjugg,1900,juggBurst
Iokath MK-5 Vindicator's Greaves,dps,jugg,dpsjugg,2037,juggBurst
Eternal Commander MK-1 Vindicator's Belt,dps,jugg,dpsjugg,115,juggBurst
Eternal Commander MK-11 Vindicator's Belt,dps,jugg,dpsjugg,252,juggBurst
Eternal Commander MK-12 Vindicator's Belt,dps,jugg,dpsjugg,389,juggBurst
Eternal Commander MK-13 Vindicator's Belt,dps,jugg,dpsjugg,526,juggBurst
Eternal Commander MK-15 Vindicator's Belt,dps,jugg,dpsjugg,663,juggBurst
Eternal Commander MK-2 Vindicator's Belt,dps,jugg,dpsjugg,800,juggBurst
Eternal Commander MK-3 Vindicator's Belt,dps,jugg,dpsjugg,937,juggBurst
GEMINI MK-1 Vindicator's Belt,dps,jugg,dpsjugg,1074,juggBurst
GEMINI MK-2 Vindicator's Belt,dps,jugg,dpsjugg,1211,juggBurst
GEMINI MK-3 Vindicator's Belt,dps,jugg,dpsjugg,1348,juggBurst
GEMINI MK-5 Vindicator's Belt,dps,jugg,dpsjugg,1485,juggBurst
Iokath MK-1 Vindicator's Belt,dps,jugg,dpsjugg,1622,juggBurst
Iokath MK-2 Vindicator's Belt,dps,jugg,dpsjugg,1759,juggBurst
Iokath MK-3 Vindicator's Belt,dps,jugg,dpsjugg,1896,juggBurst
Iokath MK-5 Vindicator's Belt,dps,jugg,dpsjugg,2033,juggBurst
Eternal Commander MK-1 Vindicator's Armguards,dps,jugg,dpsjugg,114,juggBurst
Eternal Commander MK-11 Vindicator's Armguards,dps,jugg,dpsjugg,251,juggBurst
Eternal Commander MK-12 Vindicator's Armguards,dps,jugg,dpsjugg,388,juggBurst
Eternal Commander MK-13 Vindicator's Armguards,dps,jugg,dpsjugg,525,juggBurst
Eternal Commander MK-15 Vindicator's Armguards,dps,jugg,dpsjugg,662,juggBurst
Eternal Commander MK-2 Vindicator's Armguards,dps,jugg,dpsjugg,799,juggBurst
Eternal Commander MK-3 Vindicator's Armguards,dps,jugg,dpsjugg,936,juggBurst
GEMINI MK-1 Vindicator's Armguards,dps,jugg,dpsjugg,1073,juggBurst
GEMINI MK-2 Vindicator's Armguards,dps,jugg,dpsjugg,1210,juggBurst
GEMINI MK-3 Vindicator's Armguards,dps,jugg,dpsjugg,1347,juggBurst
GEMINI MK-5 Vindicator's Armguards,dps,jugg,dpsjugg,1484,juggBurst
Iokath MK-1 Vindicator's Armguards,dps,jugg,dpsjugg,1621,juggBurst
Iokath MK-2 Vindicator's Armguards,dps,jugg,dpsjugg,1758,juggBurst
Iokath MK-3 Vindicator's Armguards,dps,jugg,dpsjugg,1895,juggBurst
Iokath MK-5 Vindicator's Armguards,dps,jugg,dpsjugg,2032,juggBurst
Eternal Commander MK-1 Weaponmaster's Chestguard,dps,mara,dpsmara,133,maraBurst
Eternal Commander MK-11 Weaponmaster's Chestguard,dps,mara,dpsmara,270,maraBurst
Eternal Commander MK-12 Weaponmaster's Chestguard,dps,mara,dpsmara,407,maraBurst
Eternal Commander MK-13 Weaponmaster's Chestguard,dps,mara,dpsmara,544,maraBurst
Eternal Commander MK-15 Weaponmaster's Chestguard,dps,mara,dpsmara,681,maraBurst
Eternal Commander MK-2 Weaponmaster's Chestguard,dps,mara,dpsmara,818,maraBurst
Eternal Commander MK-3 Weaponmaster's Chestguard,dps,mara,dpsmara,955,maraBurst
GEMINI MK-1 Weaponmaster's Chestguard,dps,mara,dpsmara,1092,maraBurst
GEMINI MK-2 Weaponmaster's Chestguard,dps,mara,dpsmara,1229,maraBurst
GEMINI MK-3 Weaponmaster's Chestguard,dps,mara,dpsmara,1366,maraBurst
GEMINI MK-5 Weaponmaster's Chestguard,dps,mara,dpsmara,1503,maraBurst
Iokath MK-1 Weaponmaster's Chestguard,dps,mara,dpsmara,1640,maraBurst
Iokath MK-2 Weaponmaster's Chestguard,dps,mara,dpsmara,1777,maraBurst
Iokath MK-3 Weaponmaster's Chestguard,dps,mara,dpsmara,1914,maraBurst
Iokath MK-5 Weaponmaster's Chestguard,dps,mara,dpsmara,2051,maraBurst
Eternal Commander MK-1 Weaponmaster's Boots,dps,mara,dpsmara,132,maraBurst
Eternal Commander MK-11 Weaponmaster's Boots,dps,mara,dpsmara,269,maraBurst
Eternal Commander MK-12 Weaponmaster's Boots,dps,mara,dpsmara,406,maraBurst
Eternal Commander MK-13 Weaponmaster's Boots,dps,mara,dpsmara,543,maraBurst
Eternal Commander MK-15 Weaponmaster's Boots,dps,mara,dpsmara,680,maraBurst
Eternal Commander MK-2 Weaponmaster's Boots,dps,mara,dpsmara,817,maraBurst
Eternal Commander MK-3 Weaponmaster's Boots,dps,mara,dpsmara,954,maraBurst
GEMINI MK-1 Weaponmaster's Boots,dps,mara,dpsmara,1091,maraBurst
GEMINI MK-2 Weaponmaster's Boots,dps,mara,dpsmara,1228,maraBurst
GEMINI MK-3 Weaponmaster's Boots,dps,mara,dpsmara,1365,maraBurst
GEMINI MK-5 Weaponmaster's Boots,dps,mara,dpsmara,1502,maraBurst
Iokath MK-1 Weaponmaster's Boots,dps,mara,dpsmara,1639,maraBurst
Iokath MK-2 Weaponmaster's Boots,dps,mara,dpsmara,1776,maraBurst
Iokath MK-3 Weaponmaster's Boots,dps,mara,dpsmara,1913,maraBurst
Iokath MK-5 Weaponmaster's Boots,dps,mara,dpsmara,2050,maraBurst
Eternal Commander MK-1 Weaponmaster's Gauntlets,dps,mara,dpsmara,134,maraBurst
Eternal Commander MK-11 Weaponmaster's Gauntlets,dps,mara,dpsmara,271,maraBurst
Eternal Commander MK-12 Weaponmaster's Gauntlets,dps,mara,dpsmara,408,maraBurst
Eternal Commander MK-13 Weaponmaster's Gauntlets,dps,mara,dpsmara,545,maraBurst
Eternal Commander MK-15 Weaponmaster's Gauntlets,dps,mara,dpsmara,682,maraBurst
Eternal Commander MK-2 Weaponmaster's Gauntlets,dps,mara,dpsmara,819,maraBurst
Eternal Commander MK-3 Weaponmaster's Gauntlets,dps,mara,dpsmara,956,maraBurst
GEMINI MK-1 Weaponmaster's Gauntlets,dps,mara,dpsmara,1093,maraBurst
GEMINI MK-2 Weaponmaster's Gauntlets,dps,mara,dpsmara,1230,maraBurst
GEMINI MK-3 Weaponmaster's Gauntlets,dps,mara,dpsmara,1367,maraBurst
GEMINI MK-5 Weaponmaster's Gauntlets,dps,mara,dpsmara,1504,maraBurst
Iokath MK-1 Weaponmaster's Gauntlets,dps,mara,dpsmara,1641,maraBurst
Iokath MK-2 Weaponmaster's Gauntlets,dps,mara,dpsmara,1778,maraBurst
Iokath MK-3 Weaponmaster's Gauntlets,dps,mara,dpsmara,1915,maraBurst
Iokath MK-5 Weaponmaster's Gauntlets,dps,mara,dpsmara,2052,maraBurst
Eternal Commander MK-1 Weaponmaster's Headgear,dps,mara,dpsmara,136,maraBurst
Eternal Commander MK-11 Weaponmaster's Headgear,dps,mara,dpsmara,273,maraBurst
Eternal Commander MK-12 Weaponmaster's Headgear,dps,mara,dpsmara,410,maraBurst
Eternal Commander MK-13 Weaponmaster's Headgear,dps,mara,dpsmara,547,maraBurst
Eternal Commander MK-15 Weaponmaster's Headgear,dps,mara,dpsmara,684,maraBurst
Eternal Commander MK-2 Weaponmaster's Headgear,dps,mara,dpsmara,821,maraBurst
Eternal Commander MK-3 Weaponmaster's Headgear,dps,mara,dpsmara,958,maraBurst
GEMINI MK-1 Weaponmaster's Headgear,dps,mara,dpsmara,1095,maraBurst
GEMINI MK-2 Weaponmaster's Headgear,dps,mara,dpsmara,1232,maraBurst
GEMINI MK-3 Weaponmaster's Headgear,dps,mara,dpsmara,1369,maraBurst
GEMINI MK-5 Weaponmaster's Headgear,dps,mara,dpsmara,1506,maraBurst
Iokath MK-1 Weaponmaster's Headgear,dps,mara,dpsmara,1643,maraBurst
Iokath MK-2 Weaponmaster's Headgear,dps,mara,dpsmara,1780,maraBurst
Iokath MK-3 Weaponmaster's Headgear,dps,mara,dpsmara,1917,maraBurst
Iokath MK-5 Weaponmaster's Headgear,dps,mara,dpsmara,2054,maraBurst
Eternal Commander MK-1 Weaponmaster's Greaves,dps,mara,dpsmara,135,maraBurst
Eternal Commander MK-11 Weaponmaster's Greaves,dps,mara,dpsmara,272,maraBurst
Eternal Commander MK-12 Weaponmaster's Greaves,dps,mara,dpsmara,409,maraBurst
Eternal Commander MK-13 Weaponmaster's Greaves,dps,mara,dpsmara,546,maraBurst
Eternal Commander MK-15 Weaponmaster's Greaves,dps,mara,dpsmara,683,maraBurst
Eternal Commander MK-2 Weaponmaster's Greaves,dps,mara,dpsmara,820,maraBurst
Eternal Commander MK-3 Weaponmaster's Greaves,dps,mara,dpsmara,957,maraBurst
GEMINI MK-1 Weaponmaster's Greaves,dps,mara,dpsmara,1094,maraBurst
GEMINI MK-2 Weaponmaster's Greaves,dps,mara,dpsmara,1231,maraBurst
GEMINI MK-3 Weaponmaster's Greaves,dps,mara,dpsmara,1368,maraBurst
GEMINI MK-5 Weaponmaster's Greaves,dps,mara,dpsmara,1505,maraBurst
Iokath MK-1 Weaponmaster's Greaves,dps,mara,dpsmara,1642,maraBurst
Iokath MK-2 Weaponmaster's Greaves,dps,mara,dpsmara,1779,maraBurst
Iokath MK-3 Weaponmaster's Greaves,dps,mara,dpsmara,1916,maraBurst
Iokath MK-5 Weaponmaster's Greaves,dps,mara,dpsmara,2053,maraBurst
Eternal Commander MK-1 Weaponmaster's Belt,dps,mara,dpsmara,131,maraBurst
Eternal Commander MK-11 Weaponmaster's Belt,dps,mara,dpsmara,268,maraBurst
Eternal Commander MK-12 Weaponmaster's Belt,dps,mara,dpsmara,405,maraBurst
Eternal Commander MK-13 Weaponmaster's Belt,dps,mara,dpsmara,542,maraBurst
Eternal Commander MK-15 Weaponmaster's Belt,dps,mara,dpsmara,679,maraBurst
Eternal Commander MK-2 Weaponmaster's Belt,dps,mara,dpsmara,816,maraBurst
Eternal Commander MK-3 Weaponmaster's Belt,dps,mara,dpsmara,953,maraBurst
GEMINI MK-1 Weaponmaster's Belt,dps,mara,dpsmara,1090,maraBurst
GEMINI MK-2 Weaponmaster's Belt,dps,mara,dpsmara,1227,maraBurst
GEMINI MK-3 Weaponmaster's Belt,dps,mara,dpsmara,1364,maraBurst
GEMINI MK-5 Weaponmaster's Belt,dps,mara,dpsmara,1501,maraBurst
Iokath MK-1 Weaponmaster's Belt,dps,mara,dpsmara,1638,maraBurst
Iokath MK-2 Weaponmaster's Belt,dps,mara,dpsmara,1775,maraBurst
Iokath MK-3 Weaponmaster's Belt,dps,mara,dpsmara,1912,maraBurst
Iokath MK-5 Weaponmaster's Belt,dps,mara,dpsmara,2049,maraBurst
Eternal Commander MK-1 Weaponmaster's Armguards,dps,mara,dpsmara,130,maraBurst
Eternal Commander MK-11 Weaponmaster's Armguards,dps,mara,dpsmara,267,maraBurst
Eternal Commander MK-12 Weaponmaster's Armguards,dps,mara,dpsmara,404,maraBurst
Eternal Commander MK-13 Weaponmaster's Armguards,dps,mara,dpsmara,541,maraBurst
Eternal Commander MK-15 Weaponmaster's Armguards,dps,mara,dpsmara,678,maraBurst
Eternal Commander MK-2 Weaponmaster's Armguards,dps,mara,dpsmara,815,maraBurst
Eternal Commander MK-3 Weaponmaster's Armguards,dps,mara,dpsmara,952,maraBurst
GEMINI MK-1 Weaponmaster's Armguards,dps,mara,dpsmara,1089,maraBurst
GEMINI MK-2 Weaponmaster's Armguards,dps,mara,dpsmara,1226,maraBurst
GEMINI MK-3 Weaponmaster's Armguards,dps,mara,dpsmara,1363,maraBurst
GEMINI MK-5 Weaponmaster's Armguards,dps,mara,dpsmara,1500,maraBurst
Iokath MK-1 Weaponmaster's Armguards,dps,mara,dpsmara,1637,maraBurst
Iokath MK-2 Weaponmaster's Armguards,dps,mara,dpsmara,1774,maraBurst
Iokath MK-3 Weaponmaster's Armguards,dps,mara,dpsmara,1911,maraBurst
Iokath MK-5 Weaponmaster's Armguards,dps,mara,dpsmara,2048,maraBurst
Eternal Commander MK-1 Weaponmaster's Offhand Saber,dps,mara,dpsmara,137,maraBurst
Eternal Commander MK-11 Weaponmaster's Offhand Saber,dps,mara,dpsmara,274,maraBurst
Eternal Commander MK-12 Weaponmaster's Offhand Saber,dps,mara,dpsmara,411,maraBurst
Eternal Commander MK-13 Weaponmaster's Offhand Saber,dps,mara,dpsmara,548,maraBurst
Eternal Commander MK-15 Weaponmaster's Offhand Saber,dps,mara,dpsmara,685,maraBurst
Eternal Commander MK-2 Weaponmaster's Offhand Saber,dps,mara,dpsmara,822,maraBurst
