tempOrder,ItemId,tempName,tempSlot,tempRating,tempColor,tempRole,tempClass,tempItemModSlot,tempKey,ItemModId,tempItemModName,tempDynamicSlot,tempModColor
4024,610,Eternal Commander MK-15 Force-Master's Headgear,head,236,gold,dps,sorc,mod,236goldmod,104,Lethal Mod 46,,gold
4025,618,Eternal Commander MK-15 Force-Mystic's Headgear,head,236,gold,healer,sorc,mod,236goldmod,104,Lethal Mod 46,,gold
4026,640,Eternal Commander MK-15 Stalker's Headgear,head,236,gold,dps,sin,mod,236goldmod,104,Lethal Mod 46,,gold
4027,650,Eternal Commander MK-15 Supercommando's Helmet,head,236,gold,tank,pt,mod,236goldmod,107,Warding Mod 46,,gold
4028,658,Eternal Commander MK-15 Survivor's Headgear,head,236,gold,tank,sin,mod,236goldmod,107,Warding Mod 46,,gold
4029,668,Eternal Commander MK-15 Vindicator's Headgear,head,236,gold,dps,jugg,mod,236goldmod,104,Lethal Mod 46,,gold
4030,675,Eternal Commander MK-15 War Leader's Headgear,head,236,gold,tank,jugg,mod,236goldmod,107,Warding Mod 46,,gold
4031,684,Eternal Commander MK-15 Weaponmaster's Headgear,head,236,gold,dps,mara,mod,236goldmod,104,Lethal Mod 46,,gold
4032,696,Eternal Commander MK-2 Combat Medic's Helmet,head,230,blue,healer,merc,mod,230bluemod,57,Lethal Mod 50A,,blue
4033,703,Eternal Commander MK-2 Combat Tech's Helmet,head,230,blue,dps,pt,mod,230bluemod,57,Lethal Mod 50A,,blue
4034,714,Eternal Commander MK-2 Eliminator's Helmet,head,230,blue,dps,merc,mod,230bluemod,57,Lethal Mod 50A,,blue
4035,722,Eternal Commander MK-2 Enforcer's Headgear,head,230,blue,dps,op,mod,230bluemod,57,Lethal Mod 50A,,blue
4036,729,Eternal Commander MK-2 Field Medic's Headgear,head,230,blue,healer,op,mod,230bluemod,57,Lethal Mod 50A,,blue
4037,736,Eternal Commander MK-2 Field Tech's Headgear,head,230,blue,dps,sniper,mod,230bluemod,57,Lethal Mod 50A,,blue
4038,747,Eternal Commander MK-2 Force-Master's Headgear,head,230,blue,dps,sorc,mod,230bluemod,57,Lethal Mod 50A,,blue
4039,755,Eternal Commander MK-2 Force-Mystic's Headgear,head,230,blue,healer,sorc,mod,230bluemod,57,Lethal Mod 50A,,blue
4040,777,Eternal Commander MK-2 Stalker's Headgear,head,230,blue,dps,sin,mod,230bluemod,57,Lethal Mod 50A,,blue
4041,787,Eternal Commander MK-2 Supercommando's Helmet,head,230,blue,tank,pt,mod,230bluemod,69,Warding Mod 50A,,blue
4042,795,Eternal Commander MK-2 Survivor's Headgear,head,230,blue,tank,sin,mod,230bluemod,69,Warding Mod 50A,,blue
4043,805,Eternal Commander MK-2 Vindicator's Headgear,head,230,blue,dps,jugg,mod,230bluemod,57,Lethal Mod 50A,,blue
4044,812,Eternal Commander MK-2 War Leader's Headgear,head,230,blue,tank,jugg,mod,230bluemod,69,Warding Mod 50A,,blue
4045,821,Eternal Commander MK-2 Weaponmaster's Headgear,head,230,blue,dps,mara,mod,230bluemod,57,Lethal Mod 50A,,blue
4046,833,Eternal Commander MK-3 Combat Medic's Helmet,head,230,purple,healer,merc,mod,230purplemod,80,Advanced Lethal Mod 46,,purple
4047,840,Eternal Commander MK-3 Combat Tech's Helmet,head,230,purple,dps,pt,mod,230purplemod,80,Advanced Lethal Mod 46,,purple
4048,851,Eternal Commander MK-3 Eliminator's Helmet,head,230,purple,dps,merc,mod,230purplemod,80,Advanced Lethal Mod 46,,purple
4049,859,Eternal Commander MK-3 Enforcer's Headgear,head,230,purple,dps,op,mod,230purplemod,80,Advanced Lethal Mod 46,,purple
4050,866,Eternal Commander MK-3 Field Medic's Headgear,head,230,purple,healer,op,mod,230purplemod,80,Advanced Lethal Mod 46,,purple
4051,873,Eternal Commander MK-3 Field Tech's Headgear,head,230,purple,dps,sniper,mod,230purplemod,80,Advanced Lethal Mod 46,,purple
4052,884,Eternal Commander MK-3 Force-Master's Headgear,head,230,purple,dps,sorc,mod,230purplemod,80,Advanced Lethal Mod 46,,purple
4053,892,Eternal Commander MK-3 Force-Mystic's Headgear,head,230,purple,healer,sorc,mod,230purplemod,80,Advanced Lethal Mod 46,,purple
4054,914,Eternal Commander MK-3 Stalker's Headgear,head,230,purple,dps,sin,mod,230purplemod,80,Advanced Lethal Mod 46,,purple
4055,924,Eternal Commander MK-3 Supercommando's Helmet,head,230,purple,tank,pt,mod,230purplemod,92,Advanced Warding Mod 46,,purple
4056,932,Eternal Commander MK-3 Survivor's Headgear,head,230,purple,tank,sin,mod,230purplemod,92,Advanced Warding Mod 46,,purple
4057,942,Eternal Commander MK-3 Vindicator's Headgear,head,230,purple,dps,jugg,mod,230purplemod,80,Advanced Lethal Mod 46,,purple
4058,949,Eternal Commander MK-3 War Leader's Headgear,head,230,purple,tank,jugg,mod,230purplemod,92,Advanced Warding Mod 46,,purple
4059,958,Eternal Commander MK-3 Weaponmaster's Headgear,head,230,purple,dps,mara,mod,230purplemod,80,Advanced Lethal Mod 46,,purple
4060,970,GEMINI MK-1 Combat Medic's Helmet,head,244,green,healer,merc,mod,244greenmod,42,Lethal Mod 62A,,green
4061,977,GEMINI MK-1 Combat Tech's Helmet,head,244,green,dps,pt,mod,244greenmod,42,Lethal Mod 62A,,green
4062,988,GEMINI MK-1 Eliminator's Helmet,head,244,green,dps,merc,mod,244greenmod,42,Lethal Mod 62A,,green
4063,996,GEMINI MK-1 Enforcer's Headgear,head,244,green,dps,op,mod,244greenmod,42,Lethal Mod 62A,,green
4064,1003,GEMINI MK-1 Field Medic's Headgear,head,244,green,healer,op,mod,244greenmod,42,Lethal Mod 62A,,green
4065,1010,GEMINI MK-1 Field Tech's Headgear,head,244,green,dps,sniper,mod,244greenmod,42,Lethal Mod 62A,,green
4066,1021,GEMINI MK-1 Force-Master's Headgear,head,244,green,dps,sorc,mod,244greenmod,42,Lethal Mod 62A,,green
4067,1029,GEMINI MK-1 Force-Mystic's Headgear,head,244,green,healer,sorc,mod,244greenmod,42,Lethal Mod 62A,,green
4068,1051,GEMINI MK-1 Stalker's Headgear,head,244,green,dps,sin,mod,244greenmod,42,Lethal Mod 62A,,green
4069,1061,GEMINI MK-1 Supercommando's Helmet,head,244,green,tank,pt,mod,244greenmod,54,Warding Mod 62A,,green
4070,1069,GEMINI MK-1 Survivor's Headgear,head,244,green,tank,sin,mod,244greenmod,54,Warding Mod 62A,,green
4071,1079,GEMINI MK-1 Vindicator's Headgear,head,244,green,dps,jugg,mod,244greenmod,42,Lethal Mod 62A,,green
4072,1086,GEMINI MK-1 War Leader's Headgear,head,244,green,tank,jugg,mod,244greenmod,54,Warding Mod 62A,,green
4073,1095,GEMINI MK-1 Weaponmaster's Headgear,head,244,green,dps,mara,mod,244greenmod,42,Lethal Mod 62A,,green
4074,1107,GEMINI MK-2 Combat Medic's Helmet,head,244,blue,healer,merc,mod,244bluemod,66,Lethal Mod 57A,,blue
4075,1114,GEMINI MK-2 Combat Tech's Helmet,head,244,blue,dps,pt,mod,244bluemod,66,Lethal Mod 57A,,blue
4076,1125,GEMINI MK-2 Eliminator's Helmet,head,244,blue,dps,merc,mod,244bluemod,66,Lethal Mod 57A,,blue
4077,1133,GEMINI MK-2 Enforcer's Headgear,head,244,blue,dps,op,mod,244bluemod,66,Lethal Mod 57A,,blue
4078,1140,GEMINI MK-2 Field Medic's Headgear,head,244,blue,healer,op,mod,244bluemod,66,Lethal Mod 57A,,blue
4079,1147,GEMINI MK-2 Field Tech's Headgear,head,244,blue,dps,sniper,mod,244bluemod,66,Lethal Mod 57A,,blue
4080,1158,GEMINI MK-2 Force-Master's Headgear,head,244,blue,dps,sorc,mod,244bluemod,66,Lethal Mod 57A,,blue
4081,1166,GEMINI MK-2 Force-Mystic's Headgear,head,244,blue,healer,sorc,mod,244bluemod,66,Lethal Mod 57A,,blue
4082,1188,GEMINI MK-2 Stalker's Headgear,head,244,blue,dps,sin,mod,244bluemod,66,Lethal Mod 57A,,blue
4083,1198,GEMINI MK-2 Supercommando's Helmet,head,244,blue,tank,pt,mod,244bluemod,78,Warding Mod 57A,,blue
4084,1206,GEMINI MK-2 Survivor's Headgear,head,244,blue,tank,sin,mod,244bluemod,78,Warding Mod 57A,,blue
4085,1216,GEMINI MK-2 Vindicator's Headgear,head,244,blue,dps,jugg,mod,244bluemod,66,Lethal Mod 57A,,blue
4086,1223,GEMINI MK-2 War Leader's Headgear,head,244,blue,tank,jugg,mod,244bluemod,78,Warding Mod 57A,,blue
4087,1232,GEMINI MK-2 Weaponmaster's Headgear,head,244,blue,dps,mara,mod,244bluemod,66,Lethal Mod 57A,,blue
4088,1244,GEMINI MK-3 Combat Medic's Helmet,head,246,purple,healer,merc,mod,246purplemod,89,Advanced Lethal Mod 54,,purple
4089,1251,GEMINI MK-3 Combat Tech's Helmet,head,246,purple,dps,pt,mod,246purplemod,89,Advanced Lethal Mod 54,,purple
4090,1262,GEMINI MK-3 Eliminator's Helmet,head,246,purple,dps,merc,mod,246purplemod,89,Advanced Lethal Mod 54,,purple
4091,1270,GEMINI MK-3 Enforcer's Headgear,head,246,purple,dps,op,mod,246purplemod,89,Advanced Lethal Mod 54,,purple
4092,1277,GEMINI MK-3 Field Medic's Headgear,head,246,purple,healer,op,mod,246purplemod,89,Advanced Lethal Mod 54,,purple
4093,1284,GEMINI MK-3 Field Tech's Headgear,head,246,purple,dps,sniper,mod,246purplemod,89,Advanced Lethal Mod 54,,purple
4094,1295,GEMINI MK-3 Force-Master's Headgear,head,246,purple,dps,sorc,mod,246purplemod,89,Advanced Lethal Mod 54,,purple
4095,1303,GEMINI MK-3 Force-Mystic's Headgear,head,246,purple,healer,sorc,mod,246purplemod,89,Advanced Lethal Mod 54,,purple
4096,1325,GEMINI MK-3 Stalker's Headgear,head,246,purple,dps,sin,mod,246purplemod,89,Advanced Lethal Mod 54,,purple
4097,1335,GEMINI MK-3 Supercommando's Helmet,head,246,purple,tank,pt,mod,246purplemod,101,Advanced Warding Mod 54,,purple
4098,1343,GEMINI MK-3 Survivor's Headgear,head,246,purple,tank,sin,mod,246purplemod,101,Advanced Warding Mod 54,,purple
4099,1353,GEMINI MK-3 Vindicator's Headgear,head,246,purple,dps,jugg,mod,246purplemod,89,Advanced Lethal Mod 54,,purple
4100,1360,GEMINI MK-3 War Leader's Headgear,head,246,purple,tank,jugg,mod,246purplemod,101,Advanced Warding Mod 54,,purple
4101,1369,GEMINI MK-3 Weaponmaster's Headgear,head,246,purple,dps,mara,mod,246purplemod,89,Advanced Lethal Mod 54,,purple
4102,1381,GEMINI MK-5 Combat Medic's Helmet,head,248,gold,healer,merc,mod,248goldmod,106,Lethal Mod 52,,gold
4103,1388,GEMINI MK-5 Combat Tech's Helmet,head,248,gold,dps,pt,mod,248goldmod,106,Lethal Mod 52,,gold
4104,1399,GEMINI MK-5 Eliminator's Helmet,head,248,gold,dps,merc,mod,248goldmod,106,Lethal Mod 52,,gold
4105,1407,GEMINI MK-5 Enforcer's Headgear,head,248,gold,dps,op,mod,248goldmod,106,Lethal Mod 52,,gold
4106,1414,GEMINI MK-5 Field Medic's Headgear,head,248,gold,healer,op,mod,248goldmod,106,Lethal Mod 52,,gold
4107,1421,GEMINI MK-5 Field Tech's Headgear,head,248,gold,dps,sniper,mod,248goldmod,106,Lethal Mod 52,,gold
4108,1432,GEMINI MK-5 Force-Master's Headgear,head,248,gold,dps,sorc,mod,248goldmod,106,Lethal Mod 52,,gold
4109,1440,GEMINI MK-5 Force-Mystic's Headgear,head,248,gold,healer,sorc,mod,248goldmod,106,Lethal Mod 52,,gold
4110,1462,GEMINI MK-5 Stalker's Headgear,head,248,gold,dps,sin,mod,248goldmod,106,Lethal Mod 52,,gold
4111,1472,GEMINI MK-5 Supercommando's Helmet,head,248,gold,tank,pt,mod,248goldmod,109,Warding Mod 52,,gold
4112,1480,GEMINI MK-5 Survivor's Headgear,head,248,gold,tank,sin,mod,248goldmod,109,Warding Mod 52,,gold
4113,1490,GEMINI MK-5 Vindicator's Headgear,head,248,gold,dps,jugg,mod,248goldmod,106,Lethal Mod 52,,gold
4114,1497,GEMINI MK-5 War Leader's Headgear,head,248,gold,tank,jugg,mod,248goldmod,109,Warding Mod 52,,gold
4115,1506,GEMINI MK-5 Weaponmaster's Headgear,head,248,gold,dps,mara,mod,248goldmod,106,Lethal Mod 52,,gold
4116,1518,Iokath MK-1 Combat Medic's Helmet,head,238,green,healer,merc,mod,238greenmod,39,Lethal Mod 59A,,green
4117,1525,Iokath MK-1 Combat Tech's Helmet,head,238,green,dps,pt,mod,238greenmod,39,Lethal Mod 59A,,green
4118,1536,Iokath MK-1 Eliminator's Helmet,head,238,green,dps,merc,mod,238greenmod,39,Lethal Mod 59A,,green
4119,1544,Iokath MK-1 Enforcer's Headgear,head,238,green,dps,op,mod,238greenmod,39,Lethal Mod 59A,,green
4120,1551,Iokath MK-1 Field Medic's Headgear,head,238,green,healer,op,mod,238greenmod,39,Lethal Mod 59A,,green
4121,1558,Iokath MK-1 Field Tech's Headgear,head,238,green,dps,sniper,mod,238greenmod,39,Lethal Mod 59A,,green
4122,1569,Iokath MK-1 Force-Master's Headgear,head,238,green,dps,sorc,mod,238greenmod,39,Lethal Mod 59A,,green
4123,1577,Iokath MK-1 Force-Mystic's Headgear,head,238,green,healer,sorc,mod,238greenmod,39,Lethal Mod 59A,,green
4124,1599,Iokath MK-1 Stalker's Headgear,head,238,green,dps,sin,mod,238greenmod,39,Lethal Mod 59A,,green
4125,1609,Iokath MK-1 Supercommando's Helmet,head,238,green,tank,pt,mod,238greenmod,51,Warding Mod 59A,,green
4126,1617,Iokath MK-1 Survivor's Headgear,head,238,green,tank,sin,mod,238greenmod,51,Warding Mod 59A,,green
4127,1627,Iokath MK-1 Vindicator's Headgear,head,238,green,dps,jugg,mod,238greenmod,39,Lethal Mod 59A,,green
4128,1634,Iokath MK-1 War Leader's Headgear,head,238,green,tank,jugg,mod,238greenmod,51,Warding Mod 59A,,green
4129,1643,Iokath MK-1 Weaponmaster's Headgear,head,238,green,dps,mara,mod,238greenmod,39,Lethal Mod 59A,,green
4130,1655,Iokath MK-2 Combat Medic's Helmet,head,240,blue,healer,merc,mod,240bluemod,63,Lethal Mod 55A,,blue
4131,1662,Iokath MK-2 Combat Tech's Helmet,head,240,blue,dps,pt,mod,240bluemod,63,Lethal Mod 55A,,blue
4132,1673,Iokath MK-2 Eliminator's Helmet,head,240,blue,dps,merc,mod,240bluemod,63,Lethal Mod 55A,,blue
4133,1681,Iokath MK-2 Enforcer's Headgear,head,240,blue,dps,op,mod,240bluemod,63,Lethal Mod 55A,,blue
4134,1688,Iokath MK-2 Field Medic's Headgear,head,240,blue,healer,op,mod,240bluemod,63,Lethal Mod 55A,,blue
4135,1695,Iokath MK-2 Field Tech's Headgear,head,240,blue,dps,sniper,mod,240bluemod,63,Lethal Mod 55A,,blue
4136,1706,Iokath MK-2 Force-Master's Headgear,head,240,blue,dps,sorc,mod,240bluemod,63,Lethal Mod 55A,,blue
4137,1714,Iokath MK-2 Force-Mystic's Headgear,head,240,blue,healer,sorc,mod,240bluemod,63,Lethal Mod 55A,,blue
4138,1736,Iokath MK-2 Stalker's Headgear,head,240,blue,dps,sin,mod,240bluemod,63,Lethal Mod 55A,,blue
4139,1746,Iokath MK-2 Supercommando's Helmet,head,240,blue,tank,pt,mod,240bluemod,75,Warding Mod 55A,,blue
4140,1754,Iokath MK-2 Survivor's Headgear,head,240,blue,tank,sin,mod,240bluemod,75,Warding Mod 55A,,blue
4141,1764,Iokath MK-2 Vindicator's Headgear,head,240,blue,dps,jugg,mod,240bluemod,63,Lethal Mod 55A,,blue
4142,1771,Iokath MK-2 War Leader's Headgear,head,240,blue,tank,jugg,mod,240bluemod,75,Warding Mod 55A,,blue
4143,1780,Iokath MK-2 Weaponmaster's Headgear,head,240,blue,dps,mara,mod,240bluemod,63,Lethal Mod 55A,,blue
4144,1792,Iokath MK-3 Combat Medic's Helmet,head,240,purple,healer,merc,mod,240purplemod,86,Advanced Lethal Mod 51,,purple
4145,1799,Iokath MK-3 Combat Tech's Helmet,head,240,purple,dps,pt,mod,240purplemod,86,Advanced Lethal Mod 51,,purple
4146,1810,Iokath MK-3 Eliminator's Helmet,head,240,purple,dps,merc,mod,240purplemod,86,Advanced Lethal Mod 51,,purple
4147,1818,Iokath MK-3 Enforcer's Headgear,head,240,purple,dps,op,mod,240purplemod,86,Advanced Lethal Mod 51,,purple
4148,1825,Iokath MK-3 Field Medic's Headgear,head,240,purple,healer,op,mod,240purplemod,86,Advanced Lethal Mod 51,,purple
4149,1832,Iokath MK-3 Field Tech's Headgear,head,240,purple,dps,sniper,mod,240purplemod,86,Advanced Lethal Mod 51,,purple
4150,1843,Iokath MK-3 Force-Master's Headgear,head,240,purple,dps,sorc,mod,240purplemod,86,Advanced Lethal Mod 51,,purple
4151,1851,Iokath MK-3 Force-Mystic's Headgear,head,240,purple,healer,sorc,mod,240purplemod,86,Advanced Lethal Mod 51,,purple
4152,1873,Iokath MK-3 Stalker's Headgear,head,240,purple,dps,sin,mod,240purplemod,86,Advanced Lethal Mod 51,,purple
4153,1883,Iokath MK-3 Supercommando's Helmet,head,240,purple,tank,pt,mod,240purplemod,98,Advanced Warding Mod 51,,purple
4154,1891,Iokath MK-3 Survivor's Headgear,head,240,purple,tank,sin,mod,240purplemod,98,Advanced Warding Mod 51,,purple
4155,1901,Iokath MK-3 Vindicator's Headgear,head,240,purple,dps,jugg,mod,240purplemod,86,Advanced Lethal Mod 51,,purple
4156,1908,Iokath MK-3 War Leader's Headgear,head,240,purple,tank,jugg,mod,240purplemod,98,Advanced Warding Mod 51,,purple
4157,1917,Iokath MK-3 Weaponmaster's Headgear,head,240,purple,dps,mara,mod,240purplemod,86,Advanced Lethal Mod 51,,purple
4158,1929,Iokath MK-5 Combat Medic's Helmet,head,242,gold,healer,merc,mod,242goldmod,105,Lethal Mod 49,,gold
4159,1936,Iokath MK-5 Combat Tech's Helmet,head,242,gold,dps,pt,mod,242goldmod,105,Lethal Mod 49,,gold
4160,1947,Iokath MK-5 Eliminator's Helmet,head,242,gold,dps,merc,mod,242goldmod,105,Lethal Mod 49,,gold
4161,1955,Iokath MK-5 Enforcer's Headgear,head,242,gold,dps,op,mod,242goldmod,105,Lethal Mod 49,,gold
4162,1962,Iokath MK-5 Field Medic's Headgear,head,242,gold,healer,op,mod,242goldmod,105,Lethal Mod 49,,gold
4163,1969,Iokath MK-5 Field Tech's Headgear,head,242,gold,dps,sniper,mod,242goldmod,105,Lethal Mod 49,,gold
4164,1980,Iokath MK-5 Force-Master's Headgear,head,242,gold,dps,sorc,mod,242goldmod,105,Lethal Mod 49,,gold
4165,1988,Iokath MK-5 Force-Mystic's Headgear,head,242,gold,healer,sorc,mod,242goldmod,105,Lethal Mod 49,,gold
4166,2010,Iokath MK-5 Stalker's Headgear,head,242,gold,dps,sin,mod,242goldmod,105,Lethal Mod 49,,gold
4167,2020,Iokath MK-5 Supercommando's Helmet,head,242,gold,tank,pt,mod,242goldmod,108,Warding Mod 49,,gold
4168,2028,Iokath MK-5 Survivor's Headgear,head,242,gold,tank,sin,mod,242goldmod,108,Warding Mod 49,,gold
4169,2038,Iokath MK-5 Vindicator's Headgear,head,242,gold,dps,jugg,mod,242goldmod,105,Lethal Mod 49,,gold
4170,2045,Iokath MK-5 War Leader's Headgear,head,242,gold,tank,jugg,mod,242goldmod,108,Warding Mod 49,,gold
4171,2054,Iokath MK-5 Weaponmaster's Headgear,head,242,gold,dps,mara,mod,242goldmod,105,Lethal Mod 49,,gold
4172,12,Eternal Commander MK-1 Combat Medic's Legplates,legs,228,green,healer,merc,mod,228greenmod,33,Lethal Mod 54A,,green
4173,19,Eternal Commander MK-1 Combat Tech's Legplates,legs,228,green,dps,pt,mod,228greenmod,33,Lethal Mod 54A,,green
4174,30,Eternal Commander MK-1 Eliminator's Legplates,legs,228,green,dps,merc,mod,228greenmod,33,Lethal Mod 54A,,green
4175,39,Eternal Commander MK-1 Enforcer's Leggings,legs,228,green,dps,op,mod,228greenmod,33,Lethal Mod 54A,,green
4176,46,Eternal Commander MK-1 Field Medic's Leggings,legs,228,green,healer,op,mod,228greenmod,33,Lethal Mod 54A,,green
4177,53,Eternal Commander MK-1 Field Tech's Leggings,legs,228,green,dps,sniper,mod,228greenmod,33,Lethal Mod 54A,,green
4178,64,Eternal Commander MK-1 Force-Master's Lower Robe,legs,228,green,dps,sorc,mod,228greenmod,33,Lethal Mod 54A,,green
4179,71,Eternal Commander MK-1 Force-Mystic's Lower Robe,legs,228,green,healer,sorc,mod,228greenmod,33,Lethal Mod 54A,,green
4180,93,Eternal Commander MK-1 Stalker's Lower Robe,legs,228,green,dps,sin,mod,228greenmod,33,Lethal Mod 54A,,green
4181,103,Eternal Commander MK-1 Supercommando's Legplates,legs,228,green,tank,pt,mod,228greenmod,45,Warding Mod 54A,,green
4182,111,Eternal Commander MK-1 Survivor's Lower Robe,legs,228,green,tank,sin,mod,228greenmod,45,Warding Mod 54A,,green
4183,119,Eternal Commander MK-1 Vindicator's Greaves,legs,228,green,dps,jugg,mod,228greenmod,33,Lethal Mod 54A,,green
4184,126,Eternal Commander MK-1 War Leader's Greaves,legs,228,green,tank,jugg,mod,228greenmod,45,Warding Mod 54A,,green
4185,135,Eternal Commander MK-1 Weaponmaster's Greaves,legs,228,green,dps,mara,mod,228greenmod,33,Lethal Mod 54A,,green
4186,149,Eternal Commander MK-11 Combat Medic's Legplates,legs,232,green,healer,merc,mod,232greenmod,36,Lethal Mod 56A,,green
4187,156,Eternal Commander MK-11 Combat Tech's Legplates,legs,232,green,dps,pt,mod,232greenmod,36,Lethal Mod 56A,,green
4188,167,Eternal Commander MK-11 Eliminator's Legplates,legs,232,green,dps,merc,mod,232greenmod,36,Lethal Mod 56A,,green
4189,176,Eternal Commander MK-11 Enforcer's Leggings,legs,232,green,dps,op,mod,232greenmod,36,Lethal Mod 56A,,green
4190,183,Eternal Commander MK-11 Field Medic's Leggings,legs,232,green,healer,op,mod,232greenmod,36,Lethal Mod 56A,,green
4191,190,Eternal Commander MK-11 Field Tech's Leggings,legs,232,green,dps,sniper,mod,232greenmod,36,Lethal Mod 56A,,green
4192,201,Eternal Commander MK-11 Force-Master's Lower Robe,legs,232,green,dps,sorc,mod,232greenmod,36,Lethal Mod 56A,,green
4193,208,Eternal Commander MK-11 Force-Mystic's Lower Robe,legs,232,green,healer,sorc,mod,232greenmod,36,Lethal Mod 56A,,green
4194,230,Eternal Commander MK-11 Stalker's Lower Robe,legs,232,green,dps,sin,mod,232greenmod,36,Lethal Mod 56A,,green
4195,240,Eternal Commander MK-11 Supercommando's Legplates,legs,232,green,tank,pt,mod,232greenmod,48,Warding Mod 56A,,green
4196,248,Eternal Commander MK-11 Survivor's Lower Robe,legs,232,green,tank,sin,mod,232greenmod,48,Warding Mod 56A,,green
4197,256,Eternal Commander MK-11 Vindicator's Greaves,legs,232,green,dps,jugg,mod,232greenmod,36,Lethal Mod 56A,,green
4198,263,Eternal Commander MK-11 War Leader's Greaves,legs,232,green,tank,jugg,mod,232greenmod,48,Warding Mod 56A,,green
4199,272,Eternal Commander MK-11 Weaponmaster's Greaves,legs,232,green,dps,mara,mod,232greenmod,36,Lethal Mod 56A,,green
4200,286,Eternal Commander MK-12 Combat Medic's Legplates,legs,234,blue,healer,merc,mod,234bluemod,60,Lethal Mod 52A,,blue
4201,293,Eternal Commander MK-12 Combat Tech's Legplates,legs,234,blue,dps,pt,mod,234bluemod,60,Lethal Mod 52A,,blue
4202,304,Eternal Commander MK-12 Eliminator's Legplates,legs,234,blue,dps,merc,mod,234bluemod,60,Lethal Mod 52A,,blue
4203,313,Eternal Commander MK-12 Enforcer's Leggings,legs,234,blue,dps,op,mod,234bluemod,60,Lethal Mod 52A,,blue
4204,320,Eternal Commander MK-12 Field Medic's Leggings,legs,234,blue,healer,op,mod,234bluemod,60,Lethal Mod 52A,,blue
4205,327,Eternal Commander MK-12 Field Tech's Leggings,legs,234,blue,dps,sniper,mod,234bluemod,60,Lethal Mod 52A,,blue
4206,338,Eternal Commander MK-12 Force-Master's Lower Robe,legs,234,blue,dps,sorc,mod,234bluemod,60,Lethal Mod 52A,,blue
4207,345,Eternal Commander MK-12 Force-Mystic's Lower Robe,legs,234,blue,healer,sorc,mod,234bluemod,60,Lethal Mod 52A,,blue
4208,367,Eternal Commander MK-12 Stalker's Lower Robe,legs,234,blue,dps,sin,mod,234bluemod,60,Lethal Mod 52A,,blue
4209,377,Eternal Commander MK-12 Supercommando's Legplates,legs,234,blue,tank,pt,mod,234bluemod,72,Warding Mod 52A,,blue
4210,385,Eternal Commander MK-12 Survivor's Lower Robe,legs,234,blue,tank,sin,mod,234bluemod,72,Warding Mod 52A,,blue
4211,393,Eternal Commander MK-12 Vindicator's Greaves,legs,234,blue,dps,jugg,mod,234bluemod,60,Lethal Mod 52A,,blue
4212,400,Eternal Commander MK-12 War Leader's Greaves,legs,234,blue,tank,jugg,mod,234bluemod,72,Warding Mod 52A,,blue
4213,409,Eternal Commander MK-12 Weaponmaster's Greaves,legs,234,blue,dps,mara,mod,234bluemod,60,Lethal Mod 52A,,blue
4214,423,Eternal Commander MK-13 Combat Medic's Legplates,legs,234,purple,healer,merc,mod,234purplemod,83,Advanced Lethal Mod 48,,purple
4215,430,Eternal Commander MK-13 Combat Tech's Legplates,legs,234,purple,dps,pt,mod,234purplemod,83,Advanced Lethal Mod 48,,purple
4216,441,Eternal Commander MK-13 Eliminator's Legplates,legs,234,purple,dps,merc,mod,234purplemod,83,Advanced Lethal Mod 48,,purple
4217,450,Eternal Commander MK-13 Enforcer's Leggings,legs,234,purple,dps,op,mod,234purplemod,83,Advanced Lethal Mod 48,,purple
4218,457,Eternal Commander MK-13 Field Medic's Leggings,legs,234,purple,healer,op,mod,234purplemod,83,Advanced Lethal Mod 48,,purple
4219,464,Eternal Commander MK-13 Field Tech's Leggings,legs,234,purple,dps,sniper,mod,234purplemod,83,Advanced Lethal Mod 48,,purple
4220,475,Eternal Commander MK-13 Force-Master's Lower Robe,legs,234,purple,dps,sorc,mod,234purplemod,83,Advanced Lethal Mod 48,,purple
4221,482,Eternal Commander MK-13 Force-Mystic's Lower Robe,legs,234,purple,healer,sorc,mod,234purplemod,83,Advanced Lethal Mod 48,,purple
4222,504,Eternal Commander MK-13 Stalker's Lower Robe,legs,234,purple,dps,sin,mod,234purplemod,83,Advanced Lethal Mod 48,,purple
4223,514,Eternal Commander MK-13 Supercommando's Legplates,legs,234,purple,tank,pt,mod,234purplemod,95,Advanced Warding Mod 48,,purple
4224,522,Eternal Commander MK-13 Survivor's Lower Robe,legs,234,purple,tank,sin,mod,234purplemod,95,Advanced Warding Mod 48,,purple
4225,530,Eternal Commander MK-13 Vindicator's Greaves,legs,234,purple,dps,jugg,mod,234purplemod,83,Advanced Lethal Mod 48,,purple
4226,537,Eternal Commander MK-13 War Leader's Greaves,legs,234,purple,tank,jugg,mod,234purplemod,95,Advanced Warding Mod 48,,purple
4227,546,Eternal Commander MK-13 Weaponmaster's Greaves,legs,234,purple,dps,mara,mod,234purplemod,83,Advanced Lethal Mod 48,,purple
4228,560,Eternal Commander MK-15 Combat Medic's Legplates,legs,236,gold,healer,merc,mod,236goldmod,104,Lethal Mod 46,,gold
4229,567,Eternal Commander MK-15 Combat Tech's Legplates,legs,236,gold,dps,pt,mod,236goldmod,104,Lethal Mod 46,,gold
4230,578,Eternal Commander MK-15 Eliminator's Legplates,legs,236,gold,dps,merc,mod,236goldmod,104,Lethal Mod 46,,gold
